NAME,ID,Total_Amount,,
Asia,6.65E+16,1757,,
Benita,6.83E+16,2268,,
Liana,4.65E+16,5875,,
Harmonia,6.36E+16,2992,,
Tressa,4.72E+16,5915,,
Barbi,4.65E+16,3402,,
Lindie,5.45E+16,7631,,
Britte,4.02E+16,9239,,
Tracey,6.11E+16,5360,,
Elvira,6.86E+16,8075,,
Kerrin,6.41E+16,3631,,
Tomasina,6.94E+16,2925,,
Kara-Lynn,5.63E+16,1398,,
Orelia,6.95E+16,7015,,
Marleah,5.66E+16,3217,,
Jere,6.55E+16,9655,,
Benita,4.94E+16,6161,,
Tybie,4.84E+16,3471,,
Melina,6.86E+16,2993,,
Blake,6.09E+16,6341,,
Genovera,4.25E+16,3951,,
Yolane,5.67E+16,4156,,
Arlina,5.25E+16,3860,,
Mathilda,6.31E+16,4907,,
Kittie,6.81E+16,5880,,
Laure,5.69E+16,9247,,
Cyb,4.19E+16,7757,,
Dominga,5.11E+16,2622,,
Tilly,5.32E+16,9222,,
Berta,6.66E+16,6714,,
Joane,5.29E+16,5019,,
Jerry,5.87E+16,3838,,
Lynnea,4.33E+16,8091,,
Dianemarie,5.61E+16,5481,,
Fanny,6.95E+16,2057,,
Fina,4.70E+16,6565,,
Cathie,5.59E+16,3001,,
Celestyna,4.90E+16,6501,,
Nita,5.85E+16,6477,,
Goldie,5.22E+16,4906,,
Jacquetta,6.48E+16,2357,,
Noelle,6.23E+16,7371,,
Di,4.62E+16,1843,,
Carolina,4.47E+16,9257,,
Nessie,5.60E+16,8724,,
Anestassia,5.06E+16,3858,,
Nickie,6.46E+16,1473,,
Cristine,6.43E+16,9666,,
Tori,6.55E+16,7816,,
Lesly,6.83E+16,7061,,
Cordi,4.38E+16,3714,,
Alex,5.61E+16,2245,,
Nataline,6.11E+16,4985,,
Angelique,5.14E+16,9569,,
Ada,5.79E+16,8382,,
Gwenneth,6.74E+16,1753,,
Tilly,4.29E+16,6324,,
Thalia,5.14E+16,4069,,
Letizia,5.95E+16,9235,,
Dale,4.90E+16,5602,,
Merle,5.25E+16,9063,,
Britni,4.09E+16,4412,,
Rosanne,5.73E+16,8425,,
Lita,6.01E+16,3285,,
Belinda,6.12E+16,3954,,
Cacilie,4.37E+16,7499,,
Michaelina,6.86E+16,2964,,
Romona,4.13E+16,5550,,
Selia,5.27E+16,6309,,
Roberta,5.84E+16,4609,,
Annora,6.94E+16,3455,,
Marcy,4.97E+16,9559,,
Lucille,5.27E+16,6651,,
Priscilla,6.62E+16,8692,,
Beth,5.68E+16,9267,,
Mildrid,6.36E+16,8681,,
Glenda,5.14E+16,8948,,
Karina,6.85E+16,5150,,
Lesly,5.80E+16,5456,,
Dale,6.25E+16,3201,,
Nannie,4.50E+16,9682,,
Madeleine,5.67E+16,4434,,
Laure,5.41E+16,7423,,
Larine,5.78E+16,9943,,
Joane,4.50E+16,8718,,
Nikki,4.85E+16,1568,,
Sam,4.53E+16,5376,,
Katleen,4.03E+16,9974,,
Minne,4.59E+16,9734,,
Dacia,6.42E+16,9813,,
Genevra,6.53E+16,1833,,
Talya,5.78E+16,1149,,
Leeanne,5.83E+16,3808,,
Amii,6.50E+16,2006,,
Marylou,4.84E+16,4153,,
Verla,6.03E+16,1624,,
Jobi,4.36E+16,9905,,
Libbie,6.51E+16,7041,,
Melina,4.08E+16,1927,,
Brietta,5.62E+16,7779,,
Gwenneth,5.20E+16,9797,,
Dione,5.57E+16,8406,,
Raina,4.25E+16,2296,,
Lynea,5.55E+16,3671,,
Jany,4.57E+16,4382,,
Dolli,4.55E+16,2745,,
Shandie,5.38E+16,5887,,
Gilligan,4.29E+16,8467,,
Kellen,4.46E+16,4141,,
Vere,4.40E+16,6489,,
Karena,4.88E+16,3239,,
Laure,6.61E+16,5211,,
Jean,6.72E+16,7425,,
Reeba,5.46E+16,6218,,
Carlie,5.86E+16,6311,,
Ezmeralda,6.90E+16,4985,,
Brynna,4.20E+16,5161,,
Daune,4.23E+16,2810,,
Fina,6.31E+16,1535,,
Dode,6.36E+16,1504,,
Heida,5.32E+16,7935,,
Nadine,6.25E+16,2981,,
Kimberley,4.48E+16,6936,,
Carol-Jean,6.81E+16,8319,,
Nicoli,6.20E+16,6914,,
Esmeralda,4.07E+16,2651,,
Teddie,5.01E+16,6319,,
Drucie,6.25E+16,1350,,
Sheelagh,4.89E+16,7581,,
Ashlee,5.92E+16,7278,,
Lorenza,4.41E+16,9550,,
Lexine,6.80E+16,8651,,
Karina,5.45E+16,7253,,
Zsa Zsa,4.83E+16,9411,,
Atlanta,5.16E+16,6792,,
Elie,4.86E+16,3650,,
Katuscha,5.28E+16,6184,,
Lorenza,4.37E+16,6495,,
Sharai,6.28E+16,4010,,
Alia,4.29E+16,2376,,
Willetta,6.52E+16,6776,,
Modestia,5.95E+16,1400,,
Norine,6.88E+16,9289,,
Annora,4.27E+16,5798,,
Cindelyn,4.83E+16,3740,,
Lory,6.50E+16,2774,,
Estell,5.98E+16,6717,,
Maye,4.58E+16,2268,,
Christy,6.86E+16,9535,,
Silvana,6.00E+16,8738,,
Teriann,4.22E+16,4148,,
Aaren,5.51E+16,6126,,
Amalie,4.00E+16,7413,,
Lindie,5.22E+16,3027,,
Deane,4.62E+16,3846,,
Jessamyn,6.52E+16,1533,,
Alameda,6.15E+16,3409,,
Allyce,6.93E+16,8731,,
Aaren,4.93E+16,8181,,
Regina,4.27E+16,1884,,
Jemie,5.95E+16,3469,,
Glenda,6.64E+16,1619,,
Steffane,5.77E+16,8664,,
Michaelina,6.64E+16,8778,,
Modestia,4.76E+16,3664,,
Myrtice,5.97E+16,8391,,
Perry,4.50E+16,1476,,
Ingrid,6.54E+16,9873,,
Tilly,4.40E+16,2842,,
Asia,6.50E+16,3149,,
Melina,5.52E+16,6568,,
Hildegaard,5.46E+16,9945,,
Aurelie,6.23E+16,1857,,
Shauna,5.69E+16,8767,,
Charissa,4.10E+16,7189,,
Wanda,4.52E+16,1539,,
Christian,4.07E+16,5588,,
Roz,6.27E+16,1156,,
Orsola,6.11E+16,9238,,
Karena,4.32E+16,4871,,
Dale,4.97E+16,1720,,
Noelle,6.67E+16,3586,,
Katleen,4.21E+16,8083,,
Olivette,4.51E+16,8496,,
Kathy,6.16E+16,5238,,
Lily,4.22E+16,5284,,
Ada,5.64E+16,9812,,
Annora,5.88E+16,3084,,
Cyb,4.55E+16,5918,,
Keelia,4.15E+16,5011,,
Kathi,5.98E+16,2637,,
Odessa,5.75E+16,4614,,
Minne,4.71E+16,5853,,
Rubie,6.16E+16,1830,,
Emelina,5.07E+16,1472,,
Orsola,5.28E+16,1044,,
Paulita,4.14E+16,4691,,
Fernande,6.51E+16,7324,,
Aigneis,5.07E+16,7611,,
Gavrielle,5.42E+16,8087,,
Chrystel,4.61E+16,2518,,
Jinny,6.11E+16,5933,,
Zaria,4.52E+16,8774,,
Vanessa,4.91E+16,7000,,
Delilah,6.30E+16,6748,,
Babita,4.73E+16,9793,,
Janeczka,4.48E+16,3051,,
Daune,6.08E+16,1567,,
Sheree,4.63E+16,3014,,
Sam,4.84E+16,7434,,
Doro,4.76E+16,5063,,
Lacie,5.58E+16,2936,,
Gianina,4.55E+16,8885,,
Roz,5.26E+16,2259,,
Gilligan,5.24E+16,1554,,
Ira,6.03E+16,9965,,
Perry,6.96E+16,7404,,
Ethel,5.28E+16,5454,,
Clementine,5.94E+16,9774,,
Sheree,6.14E+16,2471,,
Britni,4.10E+16,8283,,
Lusa,5.80E+16,3265,,
Hettie,6.10E+16,8291,,
Nelle,6.73E+16,5063,,
Dari,5.28E+16,6092,,
Dacia,5.14E+16,3633,,
Raf,6.67E+16,7028,,
Laure,6.96E+16,8842,,
Melina,4.11E+16,2908,,
Halette,5.35E+16,2736,,
Gwenneth,4.67E+16,9093,,
Lonnie,6.44E+16,2547,,
Fawne,4.99E+16,4739,,
Asia,4.50E+16,5304,,
Fina,6.86E+16,6039,,
Jerry,5.85E+16,5829,,
Margarette,6.92E+16,3974,,
Andree,5.40E+16,9207,,
Maridel,6.55E+16,6546,,
Korrie,4.83E+16,2146,,
Rani,5.96E+16,1342,,
Gavrielle,6.15E+16,4587,,
Clo,6.17E+16,4695,,
Carree,4.92E+16,6670,,
Hollie,5.53E+16,2733,,
Shel,6.82E+16,2590,,
Isa,5.06E+16,2011,,
Joelly,6.03E+16,7917,,
Emma,6.21E+16,7564,,
Monika,6.15E+16,1459,,
Beatriz,6.58E+16,6143,,
Mady,4.97E+16,4733,,
Daune,5.71E+16,8225,,
Josephine,4.90E+16,1183,,
Shannah,5.58E+16,3336,,
Orelia,4.81E+16,4561,,
Paola,4.13E+16,6142,,
Doro,5.24E+16,9185,,
Modestia,6.69E+16,6461,,
Max,5.24E+16,5395,,
Trixi,6.19E+16,3080,,
Aurore,4.14E+16,1752,,
Sissy,5.78E+16,5175,,
Merry,6.01E+16,8280,,
Bee,4.76E+16,8727,,
Frances,5.41E+16,4546,,
Tiffie,5.65E+16,5001,,
Shauna,4.49E+16,5353,,
Jolyn,4.85E+16,5094,,
Sonni,4.55E+16,4379,,
Clementine,6.88E+16,6085,,
Susan,5.90E+16,5815,,
Vonny,6.69E+16,5724,,
Gusty,5.45E+16,1811,,
Aubrie,4.81E+16,1598,,
Celene,5.12E+16,7972,,
Florencia,5.35E+16,2199,,
Sybille,6.09E+16,9471,,
Mady,5.65E+16,6834,,
Allyce,5.41E+16,9127,,
Miquela,4.79E+16,5052,,
Lucy,4.67E+16,6589,,
Brietta,5.22E+16,5937,,
Arlina,4.27E+16,3975,,
Jere,4.34E+16,4329,,
Ruthe,6.54E+16,7593,,
Althea,4.61E+16,7068,,
Clarice,6.06E+16,1627,,
Regina,4.92E+16,9262,,
Dede,6.11E+16,1015,,
Kamilah,5.25E+16,1131,,
Roxane,6.27E+16,3312,,
Theodora,4.37E+16,7058,,
Justinn,6.11E+16,3403,,
Cecile,4.90E+16,7310,,
Molli,4.57E+16,3354,,
Lorie,6.02E+16,9414,,
Sallie,6.01E+16,7664,,
Kamilah,6.99E+16,1579,,
Madalyn,6.05E+16,6119,,
Tabbatha,4.16E+16,4237,,
Jessamyn,4.07E+16,3268,,
Lita,6.47E+16,2737,,
Ardeen,6.46E+16,4956,,
Priscilla,4.79E+16,1203,,
Viviene,4.64E+16,9523,,
Fernande,4.42E+16,4936,,
Genovera,6.39E+16,3615,,
Kimmy,4.58E+16,8468,,
Amii,4.05E+16,4695,,
Leanna,6.96E+16,2747,,
Eugine,4.98E+16,6078,,
Brynna,6.63E+16,3174,,
Aryn,5.99E+16,3339,,
Willetta,5.80E+16,3004,,
Georgetta,6.74E+16,7373,,
Beatriz,4.24E+16,2435,,
Konstance,6.82E+16,9119,,
Nataline,5.27E+16,7922,,
Betta,4.20E+16,1232,,
Ashlee,4.68E+16,8674,,
Hettie,6.62E+16,5965,,
Tobe,4.17E+16,8885,,
Pearline,6.53E+16,5334,,
Verla,6.97E+16,3748,,
Norine,5.68E+16,2895,,
Aryn,6.75E+16,3698,,
Jackie,4.13E+16,6941,,
Dorothy,4.57E+16,1005,,
Yetty,5.97E+16,1629,,
Roz,6.99E+16,1170,,
Viki,6.51E+16,3706,,
Orsola,6.90E+16,5291,,
Codie,4.94E+16,5467,,
Hope,6.28E+16,4522,,
Teddie,6.86E+16,5123,,
Quintina,5.98E+16,9867,,
Carmela,4.09E+16,6722,,
Devina,4.40E+16,2774,,
Miquela,4.35E+16,4118,,
Steffane,6.21E+16,3852,,
Meriel,6.30E+16,5021,,
Devina,5.49E+16,4021,,
Suzette,6.25E+16,6768,,
Candy,6.07E+16,3274,,
Madeleine,6.60E+16,7357,,
Bobinette,6.76E+16,2778,,
Lusa,6.39E+16,4715,,
Lilith,4.69E+16,1535,,
Phylis,6.52E+16,8471,,
Ingrid,4.09E+16,7825,,
Babita,6.88E+16,8306,,
Priscilla,4.32E+16,7516,,
Marinna,5.21E+16,3721,,
Daune,4.97E+16,9860,,
Belva,4.71E+16,2246,,
Nita,6.53E+16,4664,,
Brietta,6.43E+16,5328,,
Tani,4.61E+16,2874,,
Lorne,4.85E+16,8408,,
Misha,6.18E+16,3251,,
Helsa,4.69E+16,2525,,
Monika,5.57E+16,2100,,
Rebeca,5.39E+16,5123,,
Yetty,5.26E+16,7960,,
Hayley,4.49E+16,4048,,
Krystle,6.19E+16,1433,,
Nickie,5.51E+16,5116,,
Fina,5.34E+16,8340,,
Mariann,5.17E+16,5331,,
Lacie,5.65E+16,9755,,
Roz,6.55E+16,8866,,
Brana,5.41E+16,7783,,
Caritta,5.93E+16,3907,,
Jasmina,6.53E+16,8279,,
Christal,6.20E+16,7504,,
Marita,4.50E+16,2379,,
Violet,5.28E+16,1329,,
Nessie,5.12E+16,8237,,
Vonny,4.41E+16,2676,,
Regina,6.76E+16,1545,,
Lelah,4.46E+16,2431,,
Augustine,5.30E+16,5624,,
Carly,6.24E+16,1039,,
Kittie,5.63E+16,2480,,
Philis,6.39E+16,7038,,
Nadine,6.60E+16,1937,,
Caressa,6.67E+16,6679,,
Rosanne,4.48E+16,2584,,
Helena,4.71E+16,8949,,
Desirae,6.97E+16,9804,,
Ginnie,5.46E+16,5946,,
Norine,5.84E+16,3938,,
Merrie,6.69E+16,8135,,
Ulrike,4.47E+16,2937,,
Sandie,6.52E+16,8738,,
Johna,5.03E+16,9089,,
Yetty,4.63E+16,8683,,
Nadine,6.87E+16,9070,,
Wendi,6.74E+16,3848,,
Raf,4.67E+16,4498,,
Leia,4.27E+16,7876,,
Dorice,6.35E+16,6633,,
Jean,4.95E+16,2379,,
Chere,5.57E+16,8192,,
Joelly,6.94E+16,7641,,
Oralee,5.21E+16,1454,,
Sybille,4.37E+16,7818,,
Alie,6.09E+16,4833,,
Tersina,4.47E+16,5291,,
Trixi,6.74E+16,5864,,
Dione,4.72E+16,5741,,
Jasmina,5.97E+16,8416,,
Sara-Ann,4.35E+16,7430,,
Florie,5.99E+16,6948,,
Larine,4.15E+16,9776,,
Albertina,6.06E+16,4073,,
Riannon,5.69E+16,4974,,
Carmencita,5.37E+16,8152,,
Sabina,4.11E+16,6483,,
Nananne,6.72E+16,9423,,
Dacia,4.60E+16,2400,,
Yvonne,4.39E+16,1390,,
Chere,6.49E+16,8192,,
Desirae,4.05E+16,6734,,
Clary,6.47E+16,1930,,
Shannah,4.09E+16,4415,,
Therine,5.25E+16,2644,,
Juliane,6.77E+16,2614,,
Michaelina,4.02E+16,9910,,
Althea,6.42E+16,5197,,
Elmira,4.45E+16,5796,,
Dorene,4.31E+16,3569,,
Edyth,4.82E+16,5158,,
Marleah,4.86E+16,5020,,
Tersina,6.24E+16,5734,,
Grier,4.55E+16,7953,,
Florencia,5.97E+16,4286,,
Ezmeralda,5.57E+16,7176,,
Dagmar,6.63E+16,1764,,
Brena,4.93E+16,8774,,
Paulita,6.59E+16,5658,,
Jean,4.67E+16,1752,,
Ana,4.88E+16,6332,,
Latisha,4.14E+16,1829,,
Kerrin,4.84E+16,7186,,
Phylis,5.44E+16,4516,,
Raquela,4.84E+16,5138,,
Eadie,4.16E+16,7779,,
Selma,6.52E+16,5112,,
Carolina,6.11E+16,3044,,
Veda,4.82E+16,8428,,
Eve,4.97E+16,2403,,
Wendi,5.36E+16,8924,,
Chloris,5.94E+16,3772,,
Lexine,4.22E+16,3482,,
Alyda,5.29E+16,9508,,
Calla,5.14E+16,7180,,
Concettina,4.07E+16,8577,,
Julieta,6.41E+16,1336,,
Violet,5.43E+16,7783,,
Lesly,4.40E+16,8430,,
Myriam,4.10E+16,6760,,
Celestyna,4.57E+16,6945,,
Karena,5.99E+16,7323,,
Pollyanna,4.00E+16,9334,,
Sophia,5.35E+16,7989,,
Basia,4.23E+16,6620,,
Mireielle,6.20E+16,1960,,
Valli,6.30E+16,1787,,
Mamie,4.31E+16,1681,,
Jinny,4.18E+16,4580,,
Ericka,6.94E+16,3202,,
Diena,5.60E+16,1492,,
Kellen,5.10E+16,8477,,
Brietta,4.52E+16,8802,,
Fredericka,6.25E+16,7736,,
Flo,5.95E+16,5285,,
Jany,5.10E+16,7375,,
Jillayne,5.36E+16,8180,,
Barbara,5.44E+16,9895,,
Cristabel,6.73E+16,9387,,
Sheree,6.34E+16,5561,,
Andree,5.90E+16,9722,,
Dulcinea,6.32E+16,4138,,
Cherilyn,5.23E+16,9597,,
Dacia,5.05E+16,3793,,
Ardeen,4.51E+16,2975,,
Farrah,6.47E+16,5719,,
Caryl,5.21E+16,2678,,
Emmey,4.55E+16,7518,,
Kathi,4.06E+16,5763,,
Betta,4.12E+16,4127,,
Harrietta,5.26E+16,3071,,
Hollie,4.99E+16,9016,,
Jolyn,6.88E+16,9510,,
Rhea,6.34E+16,7542,,
Rubie,6.28E+16,5097,,
Elbertina,6.09E+16,2914,,
Amalie,4.46E+16,5494,,
Wileen,4.59E+16,6891,,
Cissiee,4.58E+16,9668,,
Collen,6.16E+16,1998,,
Minda,6.69E+16,7008,,
Lindie,6.29E+16,5528,,
Cecile,5.36E+16,6619,,
Renae,5.58E+16,4877,,
Marylou,6.89E+16,9531,,
Yvonne,5.36E+16,3359,,
Ketti,4.79E+16,9329,,
Sharlene,5.38E+16,4961,,
Claresta,4.44E+16,1510,,
Rori,4.82E+16,1491,,
Emma,4.08E+16,7054,,
Luci,6.67E+16,2839,,
Ninnetta,5.60E+16,7443,,
Regina,4.55E+16,9168,,
Alex,5.47E+16,1268,,
Feliza,6.70E+16,7842,,
Aimil,5.24E+16,8493,,
Chandra,6.91E+16,8653,,
Teddie,6.58E+16,1908,,
Quintina,4.45E+16,1016,,
Leontine,5.84E+16,3832,,
Cherilyn,4.66E+16,2804,,
Blake,6.84E+16,2219,,
Marcelline,5.14E+16,6479,,
Teriann,6.51E+16,5873,,
Dyann,5.78E+16,9516,,
Glenda,4.30E+16,3764,,
Nanete,5.13E+16,4152,,
Tonia,4.79E+16,5152,,
Carlie,5.49E+16,7472,,
Pamella,6.32E+16,1862,,
Sandie,4.71E+16,8144,,
Jackie,4.69E+16,5877,,
Kirstin,4.30E+16,8266,,
Harmonia,5.86E+16,7042,,
Nollie,6.73E+16,7715,,
Nyssa,5.59E+16,9990,,
Vanessa,5.85E+16,3931,,
Tera,4.45E+16,3045,,
Wendi,4.74E+16,1958,,
Mureil,6.41E+16,3025,,
Christian,6.99E+16,6627,,
Jeanna,5.70E+16,1500,,
Dacia,4.34E+16,8363,,
Lauryn,4.74E+16,5366,,
Randa,4.73E+16,4769,,
Charlena,4.15E+16,1174,,
Roseline,4.75E+16,1049,,
Tera,6.47E+16,3174,,
Linet,6.46E+16,6445,,
Minda,6.31E+16,2914,,
Mireielle,6.75E+16,6409,,
Chickie,4.33E+16,4453,,
Eugine,6.89E+16,7846,,
Talya,6.39E+16,3268,,
Dacia,5.72E+16,3280,,
Averyl,5.88E+16,9270,,
Lyssa,6.89E+16,9063,,
Lyssa,4.99E+16,2034,,
Lanna,6.37E+16,2933,,
Barbara,4.03E+16,2954,,
Veda,4.13E+16,1912,,
Teddie,4.04E+16,4347,,
Suzette,6.25E+16,4609,,
Lexine,5.53E+16,1266,,
Addia,5.52E+16,9578,,
Livvyy,5.49E+16,3441,,
Tami,6.23E+16,2812,,
Johna,4.57E+16,2827,,
Gianina,4.40E+16,3189,,
Magdalena,5.97E+16,2287,,
Rivalee,4.80E+16,6723,,
Evita,4.76E+16,4122,,
Fanchon,6.39E+16,4134,,
Ellette,4.12E+16,9580,,
Rosabelle,5.30E+16,3558,,
Keelia,4.62E+16,7810,,
Tera,5.95E+16,4640,,
Elena,4.00E+16,9758,,
Tina,5.02E+16,3196,,
Alex,5.11E+16,1642,,
Katleen,6.96E+16,7646,,
Brana,5.13E+16,7346,,
Charissa,4.98E+16,9277,,
Trudie,6.88E+16,1180,,
Susan,5.65E+16,4499,,
Sheree,4.64E+16,6164,,
Chere,4.74E+16,8525,,
Corina,4.98E+16,8669,,
Brynna,5.04E+16,4022,,
Marylou,6.64E+16,9905,,
Miquela,6.63E+16,5303,,
Alexine,5.28E+16,5882,,
Vonny,6.45E+16,8470,,
Edyth,5.75E+16,1070,,
Taffy,6.71E+16,7285,,
Sissy,6.56E+16,2585,,
Laure,4.17E+16,9225,,
Zaria,4.07E+16,8273,,
Allis,5.57E+16,8039,,
Leanna,5.09E+16,4491,,
Vonny,5.25E+16,9707,,
Kary,4.84E+16,9315,,
Maud,4.95E+16,6667,,
Elise,4.12E+16,3598,,
Kayla,5.77E+16,9168,,
Chandra,6.89E+16,5514,,
Ingrid,5.28E+16,2664,,
Harmonia,4.82E+16,9665,,
Millie,6.86E+16,1397,,
Jere,5.03E+16,6886,,
Margarette,5.03E+16,9252,,
Barbi,4.08E+16,5180,,
Henriette,4.83E+16,9489,,
Corene,6.12E+16,8817,,
Gianina,6.60E+16,6500,,
Andeee,4.88E+16,1984,,
Maurene,4.39E+16,9246,,
Tilly,4.07E+16,7061,,
Henriette,5.45E+16,1521,,
Chrystel,4.32E+16,3443,,
Ann-Marie,4.73E+16,1755,,
Maud,4.92E+16,2243,,
Stacey,5.23E+16,8937,,
Karina,5.21E+16,5636,,
Sybille,4.41E+16,9697,,
Carol-Jean,5.73E+16,6685,,
Aili,4.56E+16,9910,,
Paola,6.04E+16,7419,,
Tressa,6.58E+16,5816,,
Maye,5.88E+16,6854,,
Kimmy,5.48E+16,8712,,
Kittie,4.28E+16,1770,,
Bernie,4.62E+16,9313,,
Marline,4.89E+16,3628,,
Blinni,4.97E+16,9288,,
Shell,4.76E+16,9731,,
Cathyleen,6.30E+16,9582,,
Helsa,5.56E+16,2911,,
Lynde,4.47E+16,4616,,
Jan,4.14E+16,1359,,
Berget,6.72E+16,7375,,
Jessy,6.84E+16,9394,,
Jenilee,6.98E+16,8068,,
Albertina,5.13E+16,7296,,
Kristan,5.93E+16,3482,,
Tobe,5.69E+16,8749,,
Edee,4.83E+16,8612,,
Marcy,4.17E+16,3912,,
Quintina,4.07E+16,8562,,
Ardeen,4.06E+16,7856,,
Tierney,5.40E+16,7140,,
Roseline,5.23E+16,6373,,
Aili,5.02E+16,9218,,
Antonietta,6.64E+16,5419,,
Georgina,6.18E+16,8533,,
Addia,5.59E+16,8799,,
Zsa Zsa,4.76E+16,6287,,
Morganica,4.50E+16,1939,,
Goldie,6.22E+16,7181,,
Lacie,5.10E+16,7415,,
Ottilie,6.40E+16,7572,,
Regina,5.75E+16,1811,,
Arlina,5.38E+16,3420,,
Tabbatha,4.17E+16,8031,,
Lorne,5.41E+16,8519,,
Ivett,4.89E+16,3347,,
Krystle,5.73E+16,1190,,
Vivia,5.63E+16,9513,,
Modestia,6.43E+16,9227,,
Kerrin,5.96E+16,9369,,
Phedra,6.67E+16,3900,,
Winifred,6.66E+16,9456,,
Berta,4.49E+16,5537,,
Gertrud,4.53E+16,5716,,
Raina,6.18E+16,7534,,
Daphne,6.12E+16,9652,,
Jaime,6.23E+16,2775,,
Sara-Ann,4.22E+16,2816,,
Trudie,5.10E+16,4792,,
Bertine,6.21E+16,2757,,
Celene,4.18E+16,8890,,
Karina,4.26E+16,1711,,
Beatriz,6.51E+16,2163,,
Moyna,5.91E+16,5058,,
Angela,6.19E+16,5221,,
Arabel,6.57E+16,4744,,
Carmencita,4.64E+16,9154,,
Catharine,6.27E+16,4860,,
Dale,6.59E+16,7354,,
Viviene,5.73E+16,3305,,
Oona,5.97E+16,6065,,
Arabel,6.97E+16,6155,,
Cassondra,4.60E+16,5430,,
Melodie,4.34E+16,6960,,
Zsa Zsa,6.77E+16,1428,,
Mellicent,5.88E+16,8930,,
Beverley,5.20E+16,4308,,
Leia,6.34E+16,6567,,
Myriam,4.67E+16,2894,,
Gilda,4.27E+16,5932,,
Hettie,5.34E+16,1193,,
Glynnis,5.88E+16,4563,,
Mireielle,5.58E+16,9745,,
Brianna,5.66E+16,9848,,
Mariann,6.09E+16,8978,,
Hope,5.44E+16,7007,,
Gabi,5.07E+16,9668,,
Anestassia,6.59E+16,6756,,
Hermione,4.09E+16,9235,,
Corly,4.39E+16,4844,,
Rosabelle,4.04E+16,7297,,
Ermengarde,5.99E+16,9301,,
Wilma,6.90E+16,4456,,
Deloria,5.90E+16,6707,,
Zsa Zsa,6.65E+16,2552,,
Keelia,4.64E+16,4550,,
Lolita,4.54E+16,7349,,
Vevay,4.58E+16,7898,,
Mireielle,4.62E+16,3838,,
Lizzie,4.44E+16,8477,,
Deloria,6.70E+16,3602,,
Dale,4.45E+16,1217,,
Rani,4.72E+16,3553,,
Heddie,4.04E+16,6728,,
Deirdre,4.10E+16,3084,,
Brena,5.10E+16,9137,,
Randa,4.52E+16,8795,,
Katuscha,5.27E+16,4906,,
Emylee,4.23E+16,2624,,
Gretal,5.44E+16,3863,,
Justinn,6.21E+16,7391,,
Ellette,5.06E+16,2766,,
Odessa,6.35E+16,7880,,
Mamie,4.01E+16,7183,,
Emelina,4.66E+16,1856,,
Heddie,5.04E+16,2517,,
Selma,6.12E+16,1959,,
Blake,4.80E+16,1633,,
Charlena,6.36E+16,1229,,
Siana,6.81E+16,3608,,
Elbertina,6.36E+16,3458,,
Donetta,6.00E+16,1996,,
Dolli,4.63E+16,3640,,
Coral,4.24E+16,6505,,
Vanessa,4.11E+16,8850,,
Caryl,5.34E+16,6386,,
Shaine,6.52E+16,9410,,
Alexine,6.05E+16,3812,,
Sue,4.96E+16,4395,,
Bernie,5.88E+16,3188,,
Rubie,6.90E+16,8799,,
Fawne,5.93E+16,6898,,
Ulrike,6.56E+16,5769,,
Britte,5.49E+16,4386,,
Jordan,4.08E+16,9755,,
Charmaine,5.83E+16,8490,,
Meg,4.44E+16,3493,,
Althea,5.80E+16,5186,,
Caressa,5.53E+16,8502,,
Alejandra,4.80E+16,5333,,
Jsandye,5.29E+16,1640,,
Rivalee,4.02E+16,3513,,
Nannie,5.69E+16,3003,,
Madelle,5.14E+16,3326,,
Layla,4.44E+16,1109,,
Julieta,6.16E+16,9516,,
Marnia,5.16E+16,5859,,
Dorice,4.54E+16,1769,,
Cindelyn,6.80E+16,6285,,
Lynea,6.17E+16,9551,,
Tierney,4.95E+16,5435,,
Renie,4.31E+16,8557,,
Linet,4.26E+16,7912,,
Alyda,5.18E+16,7679,,
Ketti,5.86E+16,8595,,
Elfreda,5.67E+16,8407,,
Raf,5.72E+16,1640,,
Harmonia,6.92E+16,6335,,
Amalie,5.98E+16,9738,,
Michaelina,5.18E+16,3455,,
Courtnay,5.76E+16,2736,,
Tybie,6.30E+16,8029,,
Vinita,4.36E+16,4837,,
Georgetta,5.06E+16,2995,,
Jessamyn,4.63E+16,9445,,
Vinita,5.31E+16,7737,,
Feliza,5.41E+16,3210,,
Janey,4.79E+16,2049,,
Madeleine,5.45E+16,5171,,
Augustine,6.90E+16,1581,,
Krystle,4.22E+16,1252,,
Tami,6.70E+16,7286,,
Cissiee,5.52E+16,8532,,
Merci,4.83E+16,9740,,
Leanna,4.63E+16,4478,,
Bobbi,4.19E+16,5803,,
Dolli,4.35E+16,6153,,
Berta,6.41E+16,2139,,
Veda,6.50E+16,9885,,
Desirae,6.02E+16,1913,,
Christian,5.47E+16,1117,,
Kayla,6.40E+16,9665,,
Sara-Ann,6.45E+16,3824,,
Shandie,6.02E+16,2464,,
Madelle,4.72E+16,3178,,
Lelah,5.33E+16,9149,,
Mildrid,6.41E+16,7251,,
Roseline,6.48E+16,9183,,
Georgetta,4.47E+16,4358,,
Carolina,4.18E+16,7173,,
Dagmar,5.07E+16,9468,,
Daphne,5.99E+16,9329,,
Deane,6.71E+16,8288,,
Alyda,5.90E+16,1309,,
Daryl,6.88E+16,4838,,
Chrystel,5.47E+16,5328,,
Teriann,5.25E+16,1893,,
Dacia,6.14E+16,4060,,
Cherilyn,6.07E+16,1652,,
Sara-Ann,4.93E+16,1085,,
